IDENTIFIER,GSM14498,GSM14499,GSM14500,GSM14501,GSM14513,GSM14514,GSM14515,GSM14516,GSM14506,GSM14507,GSM14508,GSM14502,GSM14503,GSM14504,GSM14505,GSM14509,GSM14510,GSM14511,GSM14512
CLCN3,286.7,234.8,133,160.3,382.7,263.1,157.7,206.9,184.3,349.8,244.9,235.8,223.7,357.3,199.7,240.3,302,252.5,164.9
CLCN3,1996.6,2138.5,1995.9,2287.6,2221.6,2423.8,2113,2026,2523.8,2217.3,2094.6,2308.2,2407,2305.4,2075.7,1895.4,1808.7,2025.9,1795.4
CLCN3,1345.5,1081.7,1142.6,1284.2,1220.9,1072.4,1036.8,1003.3,1364.2,1229.4,1209.7,1122.9,1155.3,1245.4,1146.3,1286.6,1112.8,1118.5,1110.4
6-Mar,1692.4,1013.4,1139.1,1168.7,1348,1002.1,1182.5,1109.6,1354.2,1142.3,1280,1322.2,1113.9,1267.7,1195.9,1639.8,1310.1,1095.6,1220.7
6-Mar,911.1,706.6,750.1,603.8,723.6,391.4,379.7,468.9,834.1,1031.2,958.1,786.3,893.6,924.5,927,759.4,834.6,664,773.9
EIF1B,1894.2,1848.7,1820.3,1462.5,2083.6,1720.6,1543.1,1407.5,1713.1,1818.1,1629.5,2163.3,1756.2,1684.1,1687.2,2080.7,1729,1776.7,1928.1
SGK1,75.5,161.5,110.5,165.7,130.3,119,116.7,183.9,201,168.4,175,161,149,136.7,175.9,219,189.9,176.2,206.8
NDUFS3,1183.3,2171.3,2217.8,2193.7,1196.7,2138.1,2218.3,2186.4,1817,1982.6,2053.7,1297.1,1451.9,1600.6,1549.2,977.2,2194.9,2353.3,2077.8
SRSF1,14.6,22.5,10.4,18.7,25.7,18,51.6,19.7,20.5,30.3,49.9,8.9,23.7,85.1,24.9,59.3,58.8,14.4,42.1
SRSF1,1628.3,1210.9,1329.2,1177.2,1940.9,553.8,554.3,573.7,1507.8,1732,1541,1684.4,2077.3,1962.1,2093.6,1784.1,1875.5,1804.5,1613.1
CD14,43,54.3,60.8,14.5,8.6,92.4,25.2,18.2,12.6,41.9,59.4,9,21.8,15.9,19.9,36.9,52.3,16.5,23.2
LUM,1.7,1.6,3.3,1.5,1.3,1.3,2.5,1.5,2.5,5.5,5.3,1.1,1.1,1.2,3.2,10.2,1.5,3.2,1
TWF1,1702.5,1590.2,1572.9,1363.3,1831.6,2004.3,1683.4,1575,1638.3,1986.5,1753.5,1507.9,1991.7,1923.2,2016.6,1861.6,1600.3,1820.4,1762.1
TP53,646.3,604.8,533.2,576.3,535.4,689.5,642.4,667.9,653.7,523.4,527.5,662,546.8,540.8,615.5,570.9,757.9,694.8,686.3
SAFB,101.7,79.4,80.4,77.7,87.7,58,43.6,142.3,35.4,109.1,87.8,115.8,53.6,62.1,71.9,104.1,71.8,51.6,92.9
SAFB,288.9,366.6,317.4,454.3,328.8,315.7,326.6,409,259.1,312.2,370.1,360.9,318.1,402.6,370.7,351.6,380.4,343.3,321
ECE1,164.3,211.5,199.5,260.5,128.8,279.9,231.4,291.3,129.7,154.8,178.1,184.5,268.4,167.4,211.9,372.6,322.1,373.4,147.9
ECE1,55.2,45.8,61.9,38.6,59.1,29.5,25.7,27.7,34.6,31.3,64.8,41,41.7,72.2,82.7,52.7,100,121.1,35.2
JOSD1,900.8,801.6,1126.8,811.1,1038.8,755,753.8,693.9,938.8,798,822.8,1013,717.3,1336.9,1034.9,1077.7,999,1121.1,1142.3
ADD3,1097.5,1676,1441.5,1809.2,1092.4,1140.4,1161.6,914.1,1817.2,1893.6,1546.4,1052.5,1903.8,2060.7,2036.4,1016.6,1214.3,1420.4,1346
ADD3,744,1576.4,1359.5,1151.7,743.5,1105.4,1044.9,1085.1,1283.5,1670.3,1508.3,733.1,2224.9,1619.3,1531,640.4,1321.3,1281.7,1282.9
COX6C,7220.8,13683.4,13836.8,14137.7,7760.8,14978.9,13012.1,13309.2,13084,12159.4,11774.5,8692.6,10898.5,11654.6,11687.7,7295.2,11793,11800.6,11939.6
MCM5,181.7,180.6,86.6,35.4,66.9,85.5,185.9,53.9,15.9,9.3,9.4,125.7,28.7,45.4,27.9,13.7,31.6,39.8,92.5
RPA2,927.2,1151.6,877.9,866.7,1131.2,1386.6,1329.2,1511.2,1402,1192.7,1059.8,827.8,1208.3,1110.2,1187.1,863.3,1091.7,1180.3,946.3
RPL10,2786.4,6521.5,6567.5,6314.6,3431.2,5850.5,5805.4,5318.4,3609.2,5216,4004.6,3652.5,4176.9,4375.2,4307.3,2763,5850.1,6309,5710.8
TSG101,2970.4,2339.7,2194.8,2076.9,2649.4,1948,2124.1,1759.6,1678.6,2297.8,2265.3,3127.7,2203.7,2000.6,1898.3,2417.1,2181.4,2396.9,2233.9
TBCD,8.6,94.8,107.5,140.9,119.5,161.1,83.2,84.1,141.5,112.3,169,23.2,97,57.2,121.8,105.5,40.5,83.8,121.1
WSB2,3231.2,4914,4913.7,4733,3273.7,4257.2,4117.2,4373.1,4558.4,4341.9,4277.8,3386.9,4999.8,5249.6,5096.2,2991.6,5185.9,5432.9,5425.7
MTHFD2,2562.6,2171,2402.3,2326.1,1904.2,2273,1967.6,2007.7,1606.4,2371.7,2141,2178.5,2546.3,2462.9,2500.4,1723.2,2518.5,2492.7,2300.3
PSME2,1948.9,2768.7,2514.5,2784.1,1848,2170.9,2388.9,2412.9,1495.1,1669.5,1856.4,2017.4,2555.4,2347.6,2733.5,1561.1,2555.8,2720.8,2989.6
DAXX,212.2,276.9,252.7,322.3,659.6,335.8,342.2,555,393.3,315,326.4,174.7,377.4,440,383.2,269.1,258,220.9,323.8
TMEM106C,802.1,1198,1230.3,1155.6,1147.6,1153.8,1056.7,917.3,949.4,1120.7,976,1292.2,991.7,1017.7,1041.3,900.1,1241.4,1165.6,1029.3
HEXA,1591.5,1480.8,1559.2,1592.4,1599.4,1747.5,1677.1,1637.9,1441.8,1459.8,1633.3,1328.2,1204.2,1227.2,1274.9,1538.3,1372,1329.6,1415.6
ELAC2,102,60.8,54,23,24.9,39.9,19,13.5,193.9,95.8,92.7,34.8,105.9,140.5,22.1,84.8,87.7,14.9,34.8
ELAC2,271.3,217.5,200.1,139.7,162,315.6,305.5,261.7,304.6,274.4,252.4,216,230.2,165.5,111.9,315.3,285.9,305.7,197
CLINT1,1674.6,1829.5,1801.7,2332.6,2301.1,1163.9,1093.6,1263.6,2468,2153.7,2381.8,2317.6,3035.7,2370.9,2853.7,2464.5,2073,2070.6,2301
CLINT1,4086.8,4528.3,5284.8,3877.7,5089.2,5201,5570.8,4769.6,5091.7,5725,4789.4,5369.5,6135.3,6413,5809.1,4757.5,4832.9,4734.9,4374.6
SNRPA,800.6,1562.3,1460,1394.5,748.1,1026.9,1350.4,915.6,899.4,970.7,993.1,771.9,980.2,1072.2,1016.2,723.5,1084,1274.2,1393.3
SCAMP3,1184.6,1122.4,1199.1,1406.1,972.9,1193,1163.7,1079.6,993,1088.4,1142.2,972.5,1054.6,957,897.5,914.2,1138,1131.5,1009
AZIN1,831.7,1069,1029.3,1299.5,1213,733,743.3,750.9,1022.6,1123.4,1063.7,968.6,1241.8,1210.4,1574.3,986.6,1094.5,1204.5,1057.3
ADNP,1700.1,1211.9,1767,1218.7,1693.4,1922.7,1447.9,1559.5,1441.3,1930.2,1555.5,1442.3,1496.9,1446.2,1342.2,1253.6,1845.1,1642.8,1594.5
NCAPD2,422,610.1,586.2,528.5,424.9,449.1,419.5,315.7,399.4,446.7,539.8,327,528.2,402.8,548.9,331.9,357.6,417.9,465.2
EFCAB14,457,425.8,434.4,554.4,480.9,311,366.2,394.9,639.7,601.5,536.3,505,587.1,633.9,548.1,640.6,512.2,576.7,647.4
EFCAB14,735.1,598.9,635.4,512.4,627.9,580.9,427.3,360.2,570.5,581.7,532.4,764.1,825.2,706.6,704.4,696.8,554.4,544.4,579.6
EFCAB14,332,266.9,203.9,277.7,431.5,227.8,263.6,240.3,295.5,344.1,410.3,325.4,256.9,325.3,296.8,395,388.4,217.8,223.4
EFCAB14,3128.9,2940.6,2598,3206.6,2818.4,2981.5,3324.7,3599.2,2819.8,2592.2,2950.7,2999.8,2857.7,2909.1,3200.9,3181.4,2619.8,2641.2,2644.7
RNF13,2486.4,3076.8,2992.8,2891.9,2921.2,1441.5,1581.3,1488.3,2694.7,2666.8,2600.9,2906.3,2578.4,2478.7,2436.3,2435.9,2368.3,2365.7,2258.9
RNF13,1674.2,1512.9,1791.7,1245.9,1335.4,1380.9,1414.7,1545.4,1457,1697.8,1423.5,1714.6,1395.5,1406.1,1231.7,1157.1,1476.5,1463.3,1406
AIP,582.1,298.1,373.1,496.2,413.3,291.6,340.2,372.1,607.5,463,703.9,607.2,475.4,471.5,380.1,468.1,487.9,529.5,526.7
AIP,917.2,1055.3,1052.3,1255,881.2,1151.5,1326.8,1213.3,1266.5,1133.8,1084.7,1009.8,1015.6,1100,1157.4,886.3,1174.9,1194.1,943
RELA,876.1,815.9,798.4,888.5,974.5,897.3,1074.2,1183.4,865.9,834.9,1037.9,1061.2,974.8,931.3,820.7,1205.2,1137.8,1017,1396
C11orf58,3107.7,2794.7,2672.2,2556.1,3125.4,3889.3,3113.7,2853.2,3011.1,3571.5,4216.8,3051.6,3801.2,4072.2,3837,2995,3284.7,3679.5,2522.8
RNASE1,297.7,297.1,161.6,218.6,352.3,264.6,93.4,266.6,390.2,239.1,274,280.6,291.7,238.5,361.2,284.4,214.6,243.4,333.2
ADAR,2619.5,1995.3,1982.6,2030.1,2314.2,2107.2,1871.2,2042,1801.3,1746.7,1841,2650.7,2029.4,2035.1,2144.7,2646.7,1969.3,2502.1,2214.4
FBLN1,54.9,158.9,164.6,205,96,69.9,193,104.2,52.2,51.6,48.9,221.1,55.1,52.2,69.5,178.7,144.2,123.1,235.4
DDX42,539.6,548.8,511.3,581.7,471.4,630.7,648.6,658.8,591.5,535.1,628.7,491.7,538.8,491.4,611.4,499.8,472.5,467.6,535.8
DHRS7,43.4,27.7,60.7,40.1,101.9,107.1,35.8,8.7,106.4,59,106.6,18.5,30.5,35.5,18.8,69.8,55.8,91,36.4
DHCR7,1420,1113.8,1427.3,1144.1,1318.6,1409.1,1232,1368.3,1560.2,1490.4,1577.1,1641.5,1623.5,1761.2,1105,1114,1459.8,1468.3,1179.9
DHCR7,1418.8,2091.9,2092.6,2997.1,1237.9,2499.3,2686.3,2829.1,2655.7,2505.3,2924.3,1422.1,2063.9,2386.1,2177.5,917.4,1852.7,1530.5,1979.4
AEBP1,19.8,7.7,25.1,39.9,40.6,26.8,81.3,32,29.1,18.5,33,22.3,26.1,28.4,16.5,54,25.4,9.2,8.2
SMG7,102,208.4,303.6,86.1,113.7,119.1,136.4,88.1,191.1,220,93,122.8,103.9,139.6,157.3,184.7,144.7,164.7,256.8
SMG7,643.8,630.1,623,616.4,374.4,693.5,821,882.8,474.4,444.9,562.2,451.1,531.2,463.1,536.4,457.2,453.9,391.8,424.1
LBR,2061.1,1985.2,2284.6,2163.9,1606.2,2348.3,2661.7,2426.2,2607.5,2329.9,1931.4,2059.2,2504,2229.9,2002.6,1384.3,2494.6,2108.8,1442.4
VARS,155.9,17.6,31,25.8,158.6,151.2,150.4,92,64.1,28.4,139.2,131.7,36.8,141.4,247.1,194.5,15.8,22.1,116
VARS,769.7,573.9,544.8,429.6,643.1,927,1147.5,842.3,679.5,565.1,520,690.2,597.9,504.7,498.5,777.5,596.7,559.3,551
MYOF,6002.9,6208.3,5980.2,6933,5697.3,5106.8,4747.5,5344.5,5654.9,5278.4,5448.2,6362.4,5439.1,5833.2,5706.9,6302.7,4860.1,4920.7,4846
OSBP,446.3,505.7,473.2,471.8,531.1,213.7,431.3,381.3,499.7,386.9,529.4,412.9,680.3,633.2,604.8,689.6,486.7,649,514.9
OSBP,964.3,928.9,901.5,836.4,935.3,850.7,888.1,843.7,947.4,872.5,840.5,856.9,1062.4,1023.4,1007.7,905.1,1035.4,891.6,920.8
SLC29A1,414.4,256.2,174.8,215,469.8,308.6,269.3,267.9,311.4,253.4,307.9,448.7,287.5,240.1,311.4,379.9,312.6,240,229.2
SLC29A1,557.7,262.3,359.3,304.7,407.9,494.8,526,475.2,498.6,378.8,256,465,279.3,384.1,375.3,480.7,382.4,338.2,294.5
POLR2B,1622.4,1821.4,1771.2,1818.5,1843.7,1747.2,1919.2,1773,1580.3,1749.7,2014.8,1480.2,1752.6,1614.2,1645.9,1736.7,1747.8,1824.1,1665.7
TBCB,3159.9,3019.8,3230.4,3252.9,3061.8,3392.9,5025.7,3439.6,2781.1,2646.6,4002.5,3474,2785.5,2503.9,2288.6,3005.8,3607.6,4557.5,4388.1
PRKAG1,413.8,452,478.5,509,507.2,341.5,429.3,476,582.8,502.2,436.4,544.6,489.6,593.6,642.7,680.3,513.3,588.6,642
ATXN2L,156.5,9.5,64.2,32.9,174.4,139.2,210.3,254.8,164.6,68.2,92.7,131.1,92.4,134.5,166.1,129.5,108.8,122.2,114.8
VPS26A,4211.5,4232.7,4170.6,4106.9,4257.9,3727.6,3796.3,3950.4,3374.8,4115.2,3785.9,4339.6,4586.9,4168.6,4893.6,4257.4,3720,3625.1,3839
ENG,60,132.5,68.2,40.9,103.4,45.9,104.6,41.4,53,33.9,21.8,94.1,72.7,114.7,114.9,123.9,132.2,177.9,122.9
ENG,99.8,125.6,154.5,84.2,131.3,98.9,130.7,162.2,118.1,23.5,162.7,70.3,191.1,80.9,32,106.5,55.2,85.1,21.1
SH3BP5,183.3,305.1,294.7,193,277.2,332.1,288.4,268.8,292.4,265.6,353.4,382.3,287.1,389.1,358.1,299.9,266.3,557.9,489.9
SH3BP5,315.2,324.5,316.9,342,369.4,559.1,448.8,367.2,323.2,408.6,292.1,383,379.1,336.1,384.9,292.7,357,326.6,372
C4orf46,6906.3,11986.1,11850.2,12329.2,7002.9,11251.6,11717.5,11797.5,7765.4,9958.2,9592.4,7724.6,7528.9,8053.9,7743.4,6492.1,9868.6,10277.8,9833.6
TBC1D5,304.9,222.4,225.4,289.3,271.4,289.1,235.8,141.9,267.8,236.2,280.4,357.6,282.2,296.4,291.1,372,258.3,260.9,248.7
TBC1D5,735.8,889.3,714,830,920.8,833.4,687.7,734.2,581.4,723.9,665,737.1,801.3,777,893.7,747.5,635.5,759.4,820.9
TBC1D5,266.6,233.7,199.9,213.9,271,172.9,241.1,155.9,309,198.4,282.1,241.9,231.4,216.3,205.6,307.7,226.8,244.6,258.2
GBAS,2284.2,1538.7,1771.4,1404.6,2091.9,1828.8,1793.7,1681.1,1158.6,2161.3,2004.4,2090.4,1956.3,1940.6,2019.5,1935.9,1829.6,1767.4,1480.6
UBE3C,535.8,693.6,684.8,652.3,550.9,883.5,742.2,786.6,682.8,690,562.1,500.7,666.3,673,610.8,564.8,741.3,681.7,675.6
LPCAT1,130.8,227.7,174.6,204,93,235.3,214.7,208.2,279,173.3,179.5,69.8,191.9,177.5,174.4,132.7,269.2,231.7,253.5
SCARB1,479.3,350,345.8,426.2,404.9,394.4,414.4,461.6,325.5,348.7,373,393.2,315.7,396.8,392.6,469,366.9,338.9,313.9
KRT5,75,46.1,16.8,33.7,52.4,56,15.4,21.7,23.5,33.9,19.7,87.7,57,27.8,77.3,63.4,51.8,22.6,19.4
TIMM17A,918.3,717.9,704.7,662.2,1206.2,819.7,921.7,687.7,930.7,870,842.7,1224.1,1029.6,1022.8,1002.6,952.9,1185.3,1007.8,1220.3
TIMM17A,108.4,53.5,139.2,103.6,100.1,137.8,87.4,129.7,133,64.2,121.8,75.5,85,95.9,120.7,44.3,67.6,102.1,77
RNF14,539.1,395.1,411.4,381.5,690,397.1,464.2,529.7,371.1,486.7,425.4,528.3,500.8,565.8,568.4,525.3,559.2,499.7,508.9
RNF14,429.1,404.1,311.8,448,383.9,468.1,355.1,441.5,451.1,425.2,382.6,315.1,393.8,447.5,393.5,445.8,495.6,600.8,446.8
SCCPDH,707.1,1048.2,865,1070.7,701.6,1017.1,1163.4,1098.5,1053.5,928,970,916.8,845.8,977.3,764.1,755.2,771.7,788.8,997.1
SCCPDH,281.9,306.8,265.3,323.9,292.2,312.5,294.8,330.1,441.7,248.5,298.4,202.1,260.9,332.9,323.8,254.8,311.9,242.8,389.7
SMARCD2,282.1,363.3,331.7,322.9,166.1,458.1,292,269.3,424.4,356.7,306.2,210.4,288.8,304.7,194.9,196.9,324.7,334.4,265.3
FAM127A,2086.3,1342.1,1443,1356.2,1858.3,1270.7,1457.7,1502.8,1081,1283,1267.4,2253.9,1305.9,1209.2,1515.1,2030.8,1366.4,1590.5,1679.1
NET1,1689.7,1565.6,1445.9,1204.5,1508.6,1463.4,1583.9,1502.5,991.7,1684.7,1490.8,1569.5,1670.1,1701.5,1731.7,1478.6,1176.2,1302.1,1421.5
NET1,1513.2,1159,1087.9,864.6,1624.1,715.7,631.9,739,1401.1,1271.6,1101.9,1685.2,1060.3,1002.3,1078,1593.7,1397.5,1476.2,1418.2
USO1,619.5,487.2,764.7,749.8,670.3,401,313.2,462.6,494.4,660.5,659.2,679.9,578.4,845.8,683.9,639.4,668.4,655.4,562.4
USO1,1621.4,1457,1504.6,1472.6,1336.1,1173.3,1353.8,1307.1,1492.8,1254.6,1349,1561.1,1464.7,1578.9,1623.2,1595.9,1176,1157.7,1239.3
HDAC2,1917,1506,1603.9,1423.8,1918.1,1741.5,1639.3,1672.1,836,1847.5,1657.6,2106.8,1138,1388.9,1365.1,2062.6,1575.2,1243.8,1795.2
PRKAB1,676.8,647.7,674.9,630.1,596.4,732.8,798.2,650.4,602.5,698.1,601.2,562.4,723.9,581.1,617.8,584.3,565.7,498.7,617.4
PRKAB1,612.5,384.9,349.6,462.8,511.2,421,420.3,390.6,566.2,554.6,576.1,534.4,627.6,555.7,580.7,613.9,457.2,439.8,397.9
SUPT7L,182.8,163.4,126.7,140.8,171.1,141.9,107.2,148.4,209.4,204.8,148.4,188.5,157.5,195.5,176.1,125.2,148.8,156,136.5
SUPT7L,493.8,465.4,564.5,683.5,673.8,502.4,578.9,562.5,662.3,574.5,504.3,468.6,595.5,584.3,592.6,529.4,509.1,442.7,548.5
SUPT7L,121.4,138.8,145,126.8,179.4,186.8,174.5,145.5,191.2,119.8,158.4,154.9,211.3,158.6,151.1,196.1,145.8,153.3,111.7
EPCAM,10467.5,9608.7,9316.9,9219.4,10583.8,11269.1,11318.7,9480.5,8073.7,9747.3,8826.5,11253.3,10646.7,10297.3,13036.6,9909.3,8428.3,8793.6,9951.8
NEDD8,1344.5,1686,1899.3,1284.8,1392.9,2313.3,2108.3,2397,1227.4,2077.3,1654.2,2566.7,1391.1,1746.5,1530.2,1183.7,1980.1,1567.6,1986.8
HSPB1,3508.7,2412.8,2302.9,2413.6,3061.5,2598.2,2581.6,2464.8,1930.6,1886.6,2159.5,3872.9,1840.6,1780.3,1643.6,3234.3,2513.5,2417.1,2487.6
EFEMP1,220.7,48.8,76.9,68.3,240.4,94.9,108.3,118.7,109.1,125.6,122.5,224.9,97.5,38,62.6,231.9,119.7,100.8,68.6
EFEMP1,37.8,58.3,9.9,27.6,79.6,47.3,58.2,26.1,48.8,5.2,34.5,47.4,68.9,59.4,58.7,75.4,63.7,30.1,58
RYBP,806,769.2,780,968.3,655.6,694.8,687,662.8,787.1,856.4,829.6,792.7,709.2,847,901.8,767.9,843.9,726.3,755.6
RYBP,941.5,853.4,818.7,762.8,1034.1,1046.7,853.8,1041.5,718.3,850.7,803.7,894.5,853.4,754,842.4,980.1,857.8,903.5,854.7
RYBP,778.7,803.1,806.4,760.6,823.4,560.3,627.4,647.7,827.6,911,750.3,673.7,738.2,778.7,904.1,981.6,910.6,956.6,940.8
LIPA,4760.1,4505.7,4443,4422.3,5072,3623.1,3873.7,3446.1,4898.2,4493.9,4593.2,4817.6,4656.7,5045.3,4562.5,4380.3,4107.5,4660.6,3943.6
BNIP3,235.9,304.8,336.6,427.3,335.9,260.9,314.9,357.1,492.9,393.1,485.8,219.3,368.3,352,367.6,299.6,512.4,395.1,420.8
BNIP3,492.4,834.6,877.8,982.4,439.2,776.5,909.7,681.1,679.8,912.7,936.6,487.3,745.8,802.9,757.5,443.9,801.7,1013.8,976.4
CAPG,1055.5,964.8,882,857.8,1214.1,1332.5,1447.5,1549.9,969.4,1077.3,1354.5,1423.3,686.2,653.6,761.1,1401.4,1277.9,1260,1133.4
SH3GL1,545.1,475.1,444.6,452.9,495.7,515.2,525,435.2,505.1,559,495.9,271.2,391.2,551.7,527.8,560.6,491.7,675.3,632.1
COL3A1,45.2,40.9,129.3,75.4,104.3,80.4,74.7,44.2,118.5,78.5,66.8,52.7,85.4,79,37.2,88,55.9,68.7,54.5
CDC25B,997.6,1699.2,1708.6,1857,1235.6,2188,2228.9,2163.2,1707,1665.6,1570.3,1377.1,1446,1449.8,1369.8,1776.3,1973.2,2074.9,1763.3
ATMIN,1530.7,1245.7,1246.4,1392.6,1380.7,1146.2,1136.2,1225.9,1506.4,1268,1268.8,1262.3,1131.4,1240.9,1314.2,1177.4,1443.2,1376.6,1293.8
ATMIN,523.6,379.9,366.1,354.1,479.1,426.3,322.1,368.7,392.3,435.2,383.5,557.4,462.7,392.1,406,473.9,444.2,445.6,357.3
ZFR,366.4,344.6,293.4,535.4,436.7,258,207.1,176.7,388.3,327.7,203,256.6,388.6,338.4,326.4,366.9,303.8,249.7,345.6
ZFR,1790,2178.3,2428.9,2227.9,1733,2190.6,1873.6,1952.9,2539.5,2025.8,1941.2,2050.7,2101.2,2120.9,2012,1860.7,2113.6,2068.2,1652.9
SRGN,5.4,6.2,6.5,7.7,8.8,11.8,10.8,12.2,12.4,4.8,14.1,6.5,9.1,11,10.9,16.5,7.8,6,11.3
SRGN,28.5,55.5,32.7,24.4,70.2,28.1,19,5.2,62.4,5.7,45,14.2,56.3,33.5,31.8,56.5,27.8,59.3,45.7
PLAT,402.3,759.8,664.5,722.1,587.9,736.3,866.1,724.5,903.7,1047.3,863.3,491.7,1610.4,1521.8,1507,2523.3,3203.4,3220.4,3522.6
LRRFIP1,2823.6,907.5,972.6,1171,2409.3,616.6,628.1,624.4,762.7,606.6,543.4,3231.3,945.2,855.6,817.2,2177.8,647.4,698.4,609.2
LRRFIP1,2282.2,1264.7,1209,1246.7,1983.2,2155.9,1785.6,1675,1214.8,1268.9,1033.4,1584.6,2322.5,1880.3,1643.9,1849,1531.2,1270.7,874.4
FAM32A,969.4,1085.8,1025,1061.2,1088.9,1132,1154.4,1184.1,1250.3,1118.2,1148.1,979.1,972,921,984,1012.8,1196.3,1070.9,1193.8
GDI1,1467.2,1654.9,1452.8,1428.8,1393.3,1780.6,1807.9,2047.1,1693.7,1780.5,1551.2,1609.7,1545.3,1489.3,1577.2,2116.2,1814.8,2038.9,1752
NR3C1,1318.5,959.3,962.8,1210.1,1146.5,762.8,873.6,843.4,1003.3,1082.8,891,1535.9,1237.3,1414.2,1256.4,1208.5,835.3,775.3,778.3
NR3C1,471.1,336.3,356.3,431.1,513.1,369.1,328.4,322.6,467.2,363.3,435.1,411.9,425.3,453.8,441.5,405.4,303.2,352.5,349.2
TBL1X,482.4,1303.9,1240.7,1496.1,347.9,409.7,395.3,499.7,705.9,604.2,586.1,291.8,560.7,545.4,583.1,492.5,619.3,648.5,738
TBL1X,168,186.2,210,256.4,104.4,102,116.4,100.6,137.6,124.9,102.1,83,101.8,87.4,67.5,135.9,156.4,131,146.7
TBL1X,168.1,19.5,11.9,32.7,202.4,40.1,14,19.9,40.9,43.1,20.5,12.2,29.6,31.5,55.7,42.7,98.1,134.9,113.3
TOMM34,1410.8,1743.1,1716.3,1442.6,1338.3,1904.9,1985.1,1861.2,1700.1,1495.9,1470.2,1394.1,1307.4,1488,1193.5,1545.7,1707.8,1761.8,1653.1
UBXN1,680.2,749.6,885.6,719,747,821,904.8,982.2,630.9,590.8,541.6,856.6,610.8,571.4,599.4,745,858.8,706.1,898
ABCE1,1520,1346.4,1404.1,1571,1510.2,1132.7,1095.9,1086.5,1694.3,1783,1623,1499,1819.4,1870.3,2009.9,1611.2,1496.4,1493.7,1508.1
ABCE1,1002.8,1128.1,1226.7,985.5,1001.1,1151.3,1142.9,1035.7,1102.3,1237.5,1194.1,1219.4,1142.2,1213.6,1115.5,1155.5,1183.8,1307.1,1139
MPZL1,1142.4,742.1,982.2,1020.1,1386.5,794.9,929.9,1062.7,922.8,952.9,1027,1123.9,961.6,1163.6,1135.9,1444.3,1085.6,1099.2,1077.7
MPZL1,817.9,603.4,742.1,570.9,679.3,602,641.8,801.8,585.7,507.1,821.6,632.8,565.1,599.8,596.1,833.6,734.8,670.1,715.3
PON2,2708.2,2033.8,2251.2,1843.3,2168.9,1942.5,1813.6,2022,1467.2,1989.2,1918.3,2268.2,2181.4,1822.5,2289.6,1716.5,2062.9,1882.8,1928.7
PPP2R5C,1231.2,1184.7,977,1083.5,1127.8,1041.2,1137.8,1012.6,1172.7,1217.4,1104.3,1147.9,1130.3,1082.5,1052.4,907.6,974.3,1017.8,920.4
ARIH1,282.7,179.7,186.7,187.5,221.6,133.1,128.7,86.8,227.4,199.8,248.8,236.9,227.4,219.7,262.6,282.9,162.1,219,203.7
ARIH1,720.9,884.4,1018.3,909.8,617.6,408.1,422,364.8,906.8,793.9,838.5,616,666.1,773.2,752,744.2,871.1,764.3,869.1
ARIH1,885.1,724.9,647.1,594.3,536.5,243.7,271.5,342.7,545.6,671.7,730.7,967.7,762.3,676.6,711.4,962,550.8,559.2,626.9
ARIH1,447,362,345.2,396.7,455.6,294,336.7,340.4,388.5,387,441.4,460.2,475.3,509.7,494.9,606.8,475.1,445.3,404.3
B4GALT1,133.2,34.1,144.3,60.7,146.5,85.7,39.9,55.8,55.5,72,87.1,125,99.4,171.8,166.9,201.6,14.3,75.5,43.7
B4GALT1,2289.7,1584.3,1439.1,1555.3,1631.7,1148.6,1459,1408.5,1065.5,819.2,1023.6,2037.8,783.5,795,769.6,1778.4,1349.5,1548.9,1523.5
CEACAM5,366.7,428.5,289.5,501.2,487,449.8,226.2,394.3,454.1,357.6,346.9,347.4,545.6,411.2,455.5,422.1,516.2,455.2,424.2
CYB5R3,2886.2,2920.9,2491.3,2677.8,1976.2,2987.7,2776.2,2435.1,2516.4,3240.9,1677,3172.6,2605.7,1996.7,1840.4,1813.2,3438.6,2283,2382.4
DCAF11,468.4,520.1,445.6,483.8,300.2,532.4,599.8,540.9,623.2,593.8,514.9,394.3,467.6,510.1,376.3,342.1,375,590.7,330.4
IL13RA1,1153.5,911.2,831.3,1211.5,1649.1,898.2,1309.4,1001.3,799.1,1055,1172,1122.1,689.6,759.8,848,1138.5,772.7,787.3,704
IL13RA1,361.6,217.8,251.8,199.9,313.7,167.7,175.8,155,246.2,164.3,161.7,299.7,337.4,247.6,347.9,202,181.9,211.7,162.7
FAM3C,4756.4,3424.4,3582.1,3069.2,4897.8,3938.6,3717.6,4207.9,4179.7,4602.5,4044.3,4706.8,4329.8,4585.5,4686.9,5038.9,3664.8,3704.2,3757.7
RRM2,3818.6,4148.4,4157.3,3805,3432.2,3501.7,3443.7,3936.4,3139.2,3741.2,3503.5,4389.2,3706.5,3950.9,4249.8,3312.7,3468.1,3192.4,3030.3
B2M,11049.8,12749.4,11210.4,11280.3,14752.4,10611.9,11047.7,10463.5,9065,10221.2,11140.1,12034.3,11888.8,12081.2,11528.4,12283.9,10863.1,13113.5,12598.2
IMPDH2,3711.7,5092.8,4898.4,4285.3,3728.4,5108.9,4765.7,4763.8,4251.9,4733.7,4224.9,4090.8,3863.4,3533.5,4087.5,3036.8,5159.3,4269.8,5076.2
DCN,159.4,105.3,185,221.9,245.3,206.5,229.2,173.2,211.1,144.3,129.7,183.9,184.5,197.1,166.6,208.6,223.2,176.9,89.4
